lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_20_masked,p_40_masked,p_60_masked,p_80_masked
value,value,NOUN,technical term,"importance, worth, or numerical representation",57035,r015,False,False,False,True,True
letter,letters,NOUN,technical term,Symbol representing a sound,57035,r007,False,False,False,True,True
word,word,NOUN,technical term,unit of language consisting of one or more spoken sounds or written letters.,57035,r016,False,False,True,True,True
then,then,ADV,,,57035,r013,False,False,True,True,True
multiply,multiplying,VERB,technical term,Perform mathematical product,57035,r008,False,False,False,True,True
sum,sum,NOUN,technical term,the result of adding numbers together,57035,r012,False,False,False,False,False
length,length,NOUN,technical term,Measure of size,57035,r006,False,False,False,False,False
word,word,NOUN,technical term,unit of language consisting of one or more spoken sounds or written letters.,57035,r016,False,False,True,True,True
number,number,NOUN,TECHNICAL TERM,Quantifiable entity,57035,r009,False,False,False,True,True
value,value,NOUN,technical term,"importance, worth, or numerical representation",57035,r015,False,False,False,True,True
word,word,NOUN,technical term,unit of language consisting of one or more spoken sounds or written letters.,57035,r016,False,False,True,True,True
CAT,CAT,PROPN,ORG,Company,57035,r001,False,True,False,True,True
cylinder,cylinder,NOUN,technical term,Geometric object with circular base and straight sides,78816,r002,False,False,False,True,False
radius,radius,NOUN,technical term,Distance from center to edge of a circle,78816,r006,False,False,True,False,True
height,height,NOUN,technical term,Dimension from base to top of a shape,78816,r005,False,True,False,False,True
reshape,reshaped,VERB,technical term,Alter the shape of something,78816,r007,False,True,True,True,False
follow,following,VERB,,,78816,r003,False,False,False,True,True
change,changes,NOUN,technical term,Alteration in volume or shape,78816,r001,False,False,True,False,True
result,results,NOUN,technical term,Outcome or consequence,78816,r008,False,False,False,False,True
cylinder,cylinder,NOUN,technical term,Geometric object with circular base and straight sides,78816,r002,False,False,False,True,False
great,greatest,ADJ,,,78816,r004,False,False,True,True,True
volume,volume,NOUN,technical term,Amount of space a three-dimensional shape occupies,78816,r009,False,False,False,True,True
person,person,NOUN,individual name,Single Human Being,29338,r009,False,False,False,True,True
age,aged,VERB,technical term,Measure of Time Elapsed Since an Event,29338,r002,False,False,False,True,True
add,added,VERB,technical term,Mathematical Operation to Combine Values,29338,r001,False,False,True,False,True
group,group,NOUN,organization name,Collection of Individuals with Shared Characteristics,29338,r005,False,True,False,True,True
people,people,NOUN,individual name,Human Beings,29338,r008,False,False,True,False,True
average,average,ADJ,technical term,Central Tendency Measure for Data Sets,29338,r003,False,False,True,False,True
age,age,NOUN,technical term,Measure of Time Elapsed Since an Event,29338,r002,False,False,False,True,True
increase,increases,NOUN,technical term,Rise in Quantity or Degree Over Time,29338,r006,False,False,True,False,False
person,person,NOUN,individual name,Single Human Being,29338,r009,False,False,False,True,True
age,aged,VERB,technical term,Measure of Time Elapsed Since an Event,29338,r002,False,False,False,True,True
add,added,VERB,technical term,Mathematical Operation to Combine Values,29338,r001,False,False,True,False,True
instead,instead,ADV,technical term,Alternative to a Previous Option,29338,r007,False,True,False,True,True
average,average,ADJ,technical term,Central Tendency Measure for Data Sets,29338,r003,False,False,True,False,True
age,age,NOUN,technical term,Measure of Time Elapsed Since an Event,29338,r002,False,False,False,True,True
decrease,decreases,VERB,technical term,Reduction in Quantity or Degree Over Time,29338,r004,False,False,False,True,True
value,value,NOUN,technical term,Assigned Importance or Worth,29338,r010,False,False,False,True,False
difference,difference,NOUN,Technical Term,Calculated result of a subtraction.,83902,r004,False,False,True,True,False
simple,simple,ADJ,Technical Term,Type of financial calculation,83902,r006,False,False,True,False,True
compound,compound,ADJ,Technical Term,Type of financial calculation,83902,r003,False,False,True,True,True
interest,interest,NOUN,Technical Term,Financial gain earned over time.,83902,r005,False,False,False,False,True
@25,@25,ADJ,Technical Term,Interest Rate Percentage.,83902,r002,False,True,False,False,True
sum,sum,NOUN,MONEY,Total amount.,83902,r007,False,False,False,True,True
3600,3600,NUM,MONEY,Amount of money.,83902,r001,False,False,False,True,True
correct,correct,ADJ,technical term,Accurate or right,73290,r004,False,False,False,True,True
answer,answer,NOUN,technical term,A response to a question,73290,r001,False,False,False,True,True
award,awarded,VERB,general,To give something as a prize or recognition,73290,r002,False,True,False,True,True
wrong,wrong,ADJ,Technical Term,Scoring system,73290,r011,False,False,True,False,True
answer,answer,NOUN,technical term,A response to a question,73290,r001,False,False,False,True,True
deduct,deducted,VERB,general,To subtract or take away,73290,r005,False,False,False,True,False
be,are,VERB,general,To exist or to have a particular state,73290,r003,False,False,False,True,True
total,total,NOUN,general,The sum or complete amount,73290,r010,False,False,True,True,True
question,questions,NOUN,technical term,An inquiry or problem requiring an answer,73290,r007,False,False,True,False,True
sukanya,sukanya,NOUN,individual name,The person who took the test mentioned in Text2,73290,r009,False,False,False,False,True
score,scores,NOUN,technical term,A numerical representation of the success of a task,73290,r008,False,True,False,False,False
many,many,ADJ,general,A large amount,73290,r006,False,False,True,True,True
answer,answers,NOUN,technical term,A response to a question,73290,r001,False,False,False,True,True
sukanya,sukanya,NOUN,individual name,The person who took the test mentioned in Text2,73290,r009,False,False,False,False,True
correct,correct,ADJ,technical term,Accurate or right,73290,r004,False,False,False,True,True
order,order,NOUN,,Arrangement or sequence,93107,r006,False,False,False,False,True
obtain,obtain,VERB,,Acquire or procure,93107,r005,False,False,True,True,True
income,income,NOUN,,Financial gain,93107,r002,False,False,False,False,True
Rs,Rs,PROPN,NORP,Currency,93107,r001,False,False,True,True,False
stock,stock,NOUN,,Ownership share in a company,93107,r007,False,False,True,True,True
Rs,Rs,PROPN,ORG,Currency,93107,r001,False,False,True,True,False
make,make,VERB,,Generate or achieve,93107,r004,False,True,False,True,True
investment,investment,NOUN,,Capital committed for financial return,93107,r003,False,False,False,False,True
psychology,psychology,NOUN,Technical Term,The scientific study of the mind and behavior,49178,r009,False,True,False,True,True
school,school,NOUN,Organization Name,An institution of learning,49178,r010,False,False,True,False,True
grade,grade,NOUN,Technical Term,A measure of academic performance,49178,r006,False,False,False,False,True
student,students,NOUN,individual name,A person enrolled in a school.,49178,r011,False,False,True,True,True
determine,determined,VERB,,To establish or ascertain,49178,r003,False,False,True,False,True
following,following,ADJ,,Subsequent or coming after something else,49178,r005,False,False,False,True,True
method,method,NOUN,Technical Term,A systematic approach to achieving a desired outcome,49178,r007,False,False,False,False,True
grade,grade,NOUN,Technical Term,A measure of academic performance,49178,r006,False,False,False,False,True
equal,equals,VERB,,To be the same as,49178,r004,False,False,False,True,True
age,age,NOUN,Technical Term,A numerical representation of a person's years since birth.,49178,r002,False,False,True,True,False
student,student,NOUN,individual name,A person enrolled in a school.,49178,r011,False,False,True,True,True
then,then,ADV,technical term,Indicates a subsequent point or event in time.,49178,r012,False,False,True,False,False
on,on,ADV,,in relation to,49178,r008,False,False,False,True,True
grade,grade,NOUN,Technical Term,A measure of academic performance,49178,r006,False,False,False,False,True
determine,determined,VERB,,To establish or ascertain,49178,r003,False,False,True,False,True
age,age,NOUN,Technical Term,A numerical representation of a person's years since birth.,49178,r002,False,False,True,True,False
student,student,NOUN,individual name,A person enrolled in a school.,49178,r011,False,False,True,True,True
grade,grade,NOUN,Technical Term,A measure of academic performance,49178,r006,False,False,False,False,True
Joey,Joey,PROPN,PERSON,Student,49178,r001,False,True,False,True,True
grade,grade,NOUN,Technical Term,A measure of academic performance,49178,r006,False,False,False,False,True
grade,grade,NOUN,Technical Term,A measure of academic performance,49178,r006,False,False,False,False,True
come,come,VERB,,,88018,r001,False,False,True,True,True
place,place,NOUN,,,88018,r005,False,False,True,True,True
question,question,NOUN,Organization Name. ,Doubt or Inquiry,88018,r006,False,False,False,False,True
mark,mark,NOUN,,Process of assigning,88018,r003,False,False,False,False,True
follow,following,VERB,,,88018,r002,False,True,False,False,False
number,number,NOUN,Technical Term,Quantified Value,88018,r004,False,False,True,True,True
series,series,NOUN,Technical Term,Ordered Set of Items,88018,r007,False,False,False,True,True
Lisa,Lisa,PROPN,PERSON,Person,11163,r002,False,False,True,True,True
Robert,Robert,PROPN,PERSON,Person,11163,r003,False,False,True,False,False
take,taken,VERB,action,Capture or record something.,11163,r011,False,False,True,False,True
same,same,ADJ,,Equality,11163,r009,False,False,False,True,False
number,number,NOUN,Technical Term,Quantity,11163,r007,False,False,False,True,True
photo,photos,NOUN,,Image Capture,11163,r008,False,False,True,False,True
school,school,NOUN,Organization Name,Education Institution,11163,r010,False,True,False,True,True
trip,trip,NOUN,activity,"Journey, excursion.",11163,r013,False,False,False,True,True
Lisa,Lisa,PROPN,PERSON,Person,11163,r002,False,False,True,True,True
take,taken,VERB,action,Capture or record something.,11163,r011,False,False,True,False,True
time,times,NOUN,concept,"Duration, period, epoch.",11163,r012,False,True,True,False,True
as,as,ADV, ,Comparitive Relation,11163,r004,False,False,False,True,True
many,many,ADJ,,Quantity,11163,r005,False,False,False,True,False
photo,photos,NOUN,,Image Capture,11163,r008,False,False,True,False,True
Claire,Claire,PROPN,PERSON,Person,11163,r001,False,True,False,True,True
Robert,Robert,PROPN,PERSON,Person,11163,r003,False,False,True,False,False
take,taken,VERB,action,Capture or record something.,11163,r011,False,False,True,False,True
more,more,ADJ,,Quantity,11163,r006,False,False,False,False,True
photo,photos,NOUN,,Image Capture,11163,r008,False,False,True,False,True
Claire,Claire,PROPN,PERSON,Person,11163,r001,False,True,False,True,True
many,many,ADJ,,Quantity,11163,r005,False,False,False,True,False
photo,photos,NOUN,,Image Capture,11163,r008,False,False,True,False,True
Claire,Claire,PROPN,PERSON,Person,11163,r001,False,True,False,True,True
