lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_5_masked,p_10_masked,p_15_masked,p_20_masked,p_25_masked,p_30_masked,p_35_masked,p_40_masked,p_45_masked,p_50_masked,p_55_masked,p_60_masked,p_65_masked,p_70_masked,p_75_masked,p_80_masked,p_85_masked,p_90_masked,p_95_masked,p_100_masked
Answer,Answer,PROPN,individual name,Correct response,49968,r002,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True
C,C,PROPN,organization name,Unknown - context-dependent,49968,r003,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True
initial,Initial,ADJ,technical term,Beginning or first,71969,r026,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True
bacterial,bacterial,ADJ,technical term,Relating to bacteria,71969,r012,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True
specie,species,NOUN,technical term,A specific kind or type of organism,71969,r040,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True
reduce,reduce,NOUN,,"To lessen or decrease something. In this context, it refers to reducing the number of bacteria species.",71969,r035,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True
reduce,reduce,NOUN,technical term,Decrease or diminution,71969,r035,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True
BY,BY,PROPN,,Indicates a measure or amount by which something is reduced.,71969,r007,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True
x,x,PROPN,NORP,"Used as a variable for an unknown quantity or factor, often related to representing specific data points within the texts. The meaning can be interpreted differently depending on the context.",71969,r043,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True
8)%,8)%,PROPN,organization name,percentage of bacterial species,71969,r003,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True
percentage,percentage,NOUN,technical term,Proportion or fraction expressed as a percentage,71969,r033,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
bacterial,bacterial,ADJ,technical term,Relating to bacteria,71969,r012,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True
specie,species,NOUN,technical term,A specific kind or type of organism,71969,r040,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True
x,x,PROPN,NORP,"Used as a variable for an unknown quantity or factor, often related to representing specific data points within the texts. The meaning can be interpreted differently depending on the context.",71969,r043,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True
8)%,8)%,PROPN,organization name,percentage of bacterial species,71969,r003,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True
x,x,NOUN,NORP,"Used as a variable for an unknown quantity or factor, often related to representing specific data points within the texts. The meaning can be interpreted differently depending on the context.",71969,r043,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True
8)/100,8)/100,NOUN,technical term,percentage reduction,71969,r004,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True
note,Note,NOUN,technical term,Explanation or clarification,71969,r031,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True
difference,Difference,NOUN,technical term,The deviation or disparity between values,71969,r021,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,True
betweenreduce,betweenreduce,NOUN,technical term,Mathematical operation representing reduction between values,71969,r013,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True
remain,remain,NOUN,technical term,Quantity left after a deduction or change,71969,r036,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True
andreduce,andreduce,NOUN,technical term,process of reduction,71969,r010,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,True,True,True
by[means,by[means,PROPN,technical term,Indicates a percentage or portion decrease from an original value,71969,r016,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True
remain,remain,NOUN,technical term,Quantity left after a deduction or change,71969,r036,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True
so,So,ADV,,Conjunction indicating consequence,71969,r039,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True
number,number,NOUN,technical term,Quantity of something,71969,r032,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,True,True,True,True
bacterial,bacterial,ADJ,technical term,Relating to bacteria,71969,r012,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True
specie,species,NOUN,technical term,A specific kind or type of organism,71969,r040,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True
reduce,reducing,VERB,,"To lessen or decrease something. In this context, it refers to reducing the number of bacteria species.",71969,r035,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True
reduce,reducing,VERB,technical term,Decrease or diminution,71969,r035,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,False,True,True
x)/100,x)/100,PROPN,,Not applicable as it is an incomplete term based on context.,71969,r046,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True
x)*(108,x)*(108,PROPN,,Not applicable as it is an incomplete term based on context.,71969,r045,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True
x,x,PROPN,NORP,"Used as a variable for an unknown quantity or factor, often related to representing specific data points within the texts. The meaning can be interpreted differently depending on the context.",71969,r043,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True
Ans,Ans,PROPN,Individual Name,"The answer to the problem. In this case, it refers to the value derived through calculation.",71969,r006,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True
C.,C.,PROPN,Organization Name,"A letter designation, often used to represent a specific option or result.  Here, it signifies the correct answer.",71969,r008,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,True,True
total,Total,ADJ,technical term,Summation,13250,r039,False,False,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True
arrangement,arrangements,NOUN,Technical Term,A particular order or configuration,13250,r016,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True
people,people,NOUN,individual name,Humans,13250,r033,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True
row,row,NOUN,technical term,Linear arrangement or sequence,13250,r034,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True
now,Now,ADV,,At the present moment,13250,r030,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True
let,let,VERB,,To allow or permit,13250,r026,False,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True
find,find,VERB,,To discover or determine,13250,r024,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
arrangement,arrangements,NOUN,Technical Term,A particular order or configuration,13250,r016,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True
C,C,PROPN,Individual Name,,13250,r007,False,True,False,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True
d,D,NOUN,individual name,Person or entity,13250,r023,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,True
as,as,ADV,Technical Term,Used to indicate a comparison or resemblance in function,13250,r018,False,False,True,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True
well,well,ADV,technical term,effectively,13250,r042,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,True,True,True,True
A,A,PROPN,Individual Name,,13250,r002,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True
b,B,NOUN,Individual Name,Person,13250,r019,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True
seat,seated,VERB,,,13250,r035,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True
next,next,ADV,,Following immediately,13250,r029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
