word,part_of_speech,category,lemma,word_count,index,question_id,mask_col,is_content_word
remain,NOUN,,remain,1,[57],71969,rationale,True
=,SYM,,=,1,[58],71969,rationale,False
-reduce,NOUN,,-reduce,1,[60],71969,rationale,True
by,ADP,,by,1,[61],71969,rationale,False
],X,,],1,[62],71969,rationale,False
"
",SPACE,,"
",0,[63],71969,rationale,False
So,ADV,,so,1,[64],71969,rationale,True
",",PUNCT,,",",0,[65],71969,rationale,False
the,DET,,the,1,[66],71969,rationale,False
number,NOUN,,number,1,[67],71969,rationale,True
of,ADP,,of,1,[68],71969,rationale,False
bacterial,ADJ,,bacterial,1,[69],71969,rationale,True
species,NOUN,,specie,1,[70],71969,rationale,True
after,ADP,,after,1,[71],71969,rationale,False
reducing,VERB,,reduce,1,[72],71969,rationale,True
:,PUNCT,,:,0,[73],71969,rationale,False
100x*(108,NUM,,100x*(108,1,[74],71969,rationale,False
-,PUNCT,,-,0,[75],71969,rationale,False
x)/100,PROPN,,x)/100,1,[76],71969,rationale,True
=,PROPN,,=,1,[77],71969,rationale,True
(,PUNCT,,(,0,[78],71969,rationale,False
x)*(108,PROPN,,x)*(108,1,[79],71969,rationale,True
-,PUNCT,,-,0,[80],71969,rationale,False
x,PROPN,,x,1,[81],71969,rationale,True
),PUNCT,,),0,[82],71969,rationale,False
"
",SPACE,,"
",0,[83],71969,rationale,False
Ans,PROPN,,Ans,1,[84],71969,rationale,True
is,AUX,,be,1,[85],71969,rationale,False
C.,PROPN,,C.,1,[86],71969,rationale,True
Total,ADJ,,total,1,[0],13250,rationale,True
of,ADP,,of,1,[2],13250,rationale,False
arrangements,NOUN,,arrangement,1,[3],13250,rationale,True
of,ADP,,of,1,[4],13250,rationale,False
people,NOUN,,people,1,[6],13250,rationale,True
in,ADP,,in,1,[7],13250,rationale,False
a,DET,,a,1,[8],13250,rationale,False
row,NOUN,,row,1,[9],13250,rationale,True
is,AUX,,be,1,[10],13250,rationale,False
!,PUNCT,,!,0,[12],13250,rationale,False
;,PUNCT,,;,0,[13],13250,rationale,False
"
",SPACE,,"
",0,[14],13250,rationale,False
Now,ADV,,now,1,[15],13250,rationale,True
",",PUNCT,,",",0,[16],13250,rationale,False
let,VERB,,let,1,[17],13250,rationale,True
's,PRON,,us,1,[18],13250,rationale,False
find,VERB,,find,1,[19],13250,rationale,True
of,ADP,,of,1,[21],13250,rationale,False
arrangements,NOUN,,arrangement,1,[22],13250,rationale,True
where,SCONJ,,where,1,[23],13250,rationale,False
C,PROPN,,C,1,[24],13250,rationale,True
and,CCONJ,,and,1,[25],13250,rationale,False
D,NOUN,,d,1,[26],13250,rationale,True
as,ADV,,as,1,[27],13250,rationale,True
well,ADV,,well,1,[28],13250,rationale,True
as,ADP,,as,1,[29],13250,rationale,False
A,PROPN,,A,1,[30],13250,rationale,True
and,CCONJ,,and,1,[31],13250,rationale,False
B,NOUN,,b,1,[32],13250,rationale,True
ARE,AUX,,be,1,[33],13250,rationale,False
seated,VERB,,seat,1,[34],13250,rationale,True
next,ADV,,next,1,[35],13250,rationale,True
to,ADP,,to,1,[36],13250,rationale,False
each,DET,,each,1,[37],13250,rationale,False
other,ADJ,,other,1,[38],13250,rationale,True
.,PUNCT,,.,0,[39],13250,rationale,False
Consider,VERB,,consider,1,[40],13250,rationale,True
them,PRON,,they,1,[41],13250,rationale,False
as,ADP,,as,1,[42],13250,rationale,False
a,DET,,a,1,[43],13250,rationale,False
single,ADJ,,single,1,[44],13250,rationale,True
unit,NOUN,,unit,1,[45],13250,rationale,True
:,PUNCT,,:,0,[46],13250,rationale,False
{,PUNCT,,{,0,[47],13250,rationale,False
AB,PROPN,,AB,1,[48],13250,rationale,True
},PUNCT,,},0,[49],13250,rationale,False
",",PUNCT,,",",0,[50],13250,rationale,False
{,PUNCT,,{,0,[51],13250,rationale,False
CD,NOUN,,cd,1,[52],13250,rationale,True
},PUNCT,,},0,[53],13250,rationale,False
",",PUNCT,,",",0,[54],13250,rationale,False
E,PROPN,,E,1,[55],13250,rationale,True
",",PUNCT,,",",0,[56],13250,rationale,False
F.,PROPN,,F.,1,[57],13250,rationale,True
Now,ADV,,now,1,[58],13250,rationale,True
",",PUNCT,,",",0,[59],13250,rationale,False
these,DET,,these,1,[60],13250,rationale,False
units,NOUN,,unit,1,[62],13250,rationale,True
can,AUX,,can,1,[63],13250,rationale,False
be,AUX,,be,1,[64],13250,rationale,False
arranged,VERB,,arrange,1,[65],13250,rationale,True
in,ADP,,in,1,[66],13250,rationale,False
!,NUM,,!,1,[68],13250,rationale,False
",",PUNCT,,",",0,[69],13250,rationale,False
but,CCONJ,,but,1,[70],13250,rationale,False
we,PRON,,we,1,[71],13250,rationale,False
should,AUX,,should,1,[72],13250,rationale,False
multiply,VERB,,multiply,1,[73],13250,rationale,True
this,DET,,this,1,[74],13250,rationale,False
number,NOUN,,number,1,[75],13250,rationale,True
by,ADP,,by,1,[76],13250,rationale,False
*,NUM,,*,1,[78],13250,rationale,False
as,ADP,,as,1,[80],13250,rationale,False
A,NOUN,,a,1,[81],13250,rationale,True
and,CCONJ,,and,1,[82],13250,rationale,False
B,PROPN,,B,1,[83],13250,rationale,True
",",PUNCT,,",",0,[84],13250,rationale,False
as,ADV,,as,1,[85],13250,rationale,True
well,ADV,,well,1,[86],13250,rationale,True
as,ADP,,as,1,[87],13250,rationale,False
C,PROPN,,C,1,[88],13250,rationale,True
and,CCONJ,,and,1,[89],13250,rationale,False
D,PROPN,,D,1,[90],13250,rationale,True
within,ADP,,within,1,[91],13250,rationale,False
their,PRON,,their,1,[92],13250,rationale,False
unit,NOUN,,unit,1,[93],13250,rationale,True
can,AUX,,can,1,[94],13250,rationale,False
be,AUX,,be,1,[95],13250,rationale,False
arranged,VERB,,arrange,1,[96],13250,rationale,True
in,ADP,,in,1,[97],13250,rationale,False
ways,NOUN,,way,1,[99],13250,rationale,True
:,PUNCT,,:,0,[100],13250,rationale,False
{,PUNCT,,{,0,[101],13250,rationale,False
AB,PROPN,,AB,1,[102],13250,rationale,True
},PUNCT,,},0,[103],13250,rationale,False
or,CCONJ,,or,1,[104],13250,rationale,False
{,PUNCT,,{,0,[105],13250,rationale,False
BA,PROPN,,BA,1,[106],13250,rationale,True
},PUNCT,,},0,[107],13250,rationale,False
",",PUNCT,,",",0,[108],13250,rationale,False
and,CCONJ,,and,1,[109],13250,rationale,False
{,PUNCT,,{,0,[110],13250,rationale,False
CD,NOUN,,cd,1,[111],13250,rationale,True
},PUNCT,,},0,[112],13250,rationale,False
or,CCONJ,,or,1,[113],13250,rationale,False
{,PUNCT,,{,0,[114],13250,rationale,False
DC,PROPN,,DC,1,[115],13250,rationale,True
},PUNCT,,},0,[116],13250,rationale,False
.,PUNCT,,.,0,[117],13250,rationale,False
Hence,ADV,,hence,1,[118],13250,rationale,True
total,ADJ,,total,1,[119],13250,rationale,True
for,ADP,,for,1,[120],13250,rationale,False
this,DET,,this,1,[121],13250,rationale,False
case,NOUN,,case,1,[122],13250,rationale,True
is,AUX,,be,1,[123],13250,rationale,False
4!*2,NUM,,4!*2,1,[124],13250,rationale,False
*,NUM,,*,1,[125],13250,rationale,False
;,PUNCT,,;,0,[127],13250,rationale,False
"
",SPACE,,"
",0,[128],13250,rationale,False
So,ADV,,so,1,[129],13250,rationale,True
",",PUNCT,,",",0,[130],13250,rationale,False
{,PUNCT,,{,0,[131],13250,rationale,False
of,ADP,,of,1,[133],13250,rationale,False
arrangements}={total}-{restriction}=6!-4!*2,PROPN,,arrangements}={total}-{restriction}=6!-4!*2,1,[134],13250,rationale,True
*,PROPN,,*,1,[135],13250,rationale,True
2=624,NUM,,2=624,1,[136],13250,rationale,False
.,PUNCT,,.,0,[137],13250,rationale,False
"
",SPACE,,"
",0,[138],13250,rationale,False
Answer,PROPN,,Answer,1,[139],13250,rationale,True
:,PUNCT,,:,0,[140],13250,rationale,False
D.,PROPN,NORP,D.,1,[141],13250,rationale,True
f(a)=3a+6,PROPN,,f(a)=3a+6,1,[0],3450,rationale,True
"
",SPACE,,"
",0,[1],3450,rationale,False
f(2a)=,PROPN,,f(2a)=,1,[2],3450,rationale,True
"
",SPACE,,"
",0,[4],3450,rationale,False
(,PUNCT,,(,0,[5],3450,rationale,False
f(2a)+f(a,PROPN,,f(2a)+f(a,1,[6],3450,rationale,True
),PUNCT,,),0,[7],3450,rationale,False
),PUNCT,,),0,[8],3450,rationale,False
=,VERB,,=,1,[9],3450,rationale,True
=,NOUN,,=,1,[13],3450,rationale,True
"
",SPACE,,"
",0,[15],3450,rationale,False
Answer,PROPN,LOC,Answer,1,[16],3450,rationale,True
is,AUX,,be,1,[17],3450,rationale,False
D,NOUN,,d,1,[18],3450,rationale,True
Re-phrasing,VERB,,re-phrase,1,[0],15858,rationale,True
the,DET,,the,1,[1],15858,rationale,False
question,NOUN,,question,1,[2],15858,rationale,True
:,PUNCT,,:,0,[3],15858,rationale,False
"
",SPACE,,"
",0,[4],15858,rationale,False
What,PRON,,what,1,[5],15858,rationale,False
is,AUX,,be,1,[6],15858,rationale,False
the,DET,,the,1,[7],15858,rationale,False
probability,NOUN,,probability,1,[8],15858,rationale,True
of,ADP,,of,1,[9],15858,rationale,False
:,PUNCT,,:,0,[10],15858,rationale,False
:,PUNCT,,:,0,[12],15858,rationale,False
No,DET,,no,1,[13],15858,rationale,False
rain,NOUN,,rain,1,[14],15858,rationale,True
",",PUNCT,,",",0,[15],15858,rationale,False
:,PUNCT,,:,0,[17],15858,rationale,False
No,DET,,no,1,[18],15858,rationale,False
rain,NOUN,,rain,1,[19],15858,rationale,True
",",PUNCT,,",",0,[20],15858,rationale,False
:,PUNCT,,:,0,[22],15858,rationale,False
Rain,NOUN,,rain,1,[23],15858,rationale,True
"
",SPACE,,"
",0,[24],15858,rationale,False
Probability,PROPN,,Probability,1,[25],15858,rationale,True
of,ADP,,of,1,[26],15858,rationale,False
rain,NOUN,,rain,1,[27],15858,rationale,True
=,VERB,,=,1,[28],15858,rationale,True
"
",SPACE,,"
",0,[30],15858,rationale,False
Therefore,ADV,,therefore,1,[31],15858,rationale,True
",",PUNCT,,",",0,[32],15858,rationale,False
probability,NOUN,,probability,1,[33],15858,rationale,True
of,ADP,,of,1,[34],15858,rationale,False
no,DET,,no,1,[35],15858,rationale,False
rain,NOUN,,rain,1,[36],15858,rationale,True
=,NOUN,,=,1,[37],15858,rationale,True
"
",SPACE,,"
",0,[39],15858,rationale,False
*,NUM,,*,1,[41],15858,rationale,False
*,SYM,,*,1,[43],15858,rationale,False
=,SYM,,=,1,[45],15858,rationale,False
"
",SPACE,,"
",0,[47],15858,rationale,False
Hence,ADV,,hence,1,[48],15858,rationale,True
C,NOUN,,c,1,[49],15858,rationale,True
Let,VERB,,let,1,[0],56794,rationale,True
the,DET,,the,1,[1],56794,rationale,False
capacity,NOUN,,capacity,1,[2],56794,rationale,True
of,ADP,,of,1,[3],56794,rationale,False
the,PRON,,the,1,[4],56794,rationale,False
can,AUX,,can,1,[5],56794,rationale,False
be,AUX,,be,1,[6],56794,rationale,False
T,NOUN,,t,1,[7],56794,rationale,True
litres,NOUN,,litre,1,[8],56794,rationale,True
.,PUNCT,,.,0,[9],56794,rationale,False
"
",SPACE,,"
",0,[10],56794,rationale,False
Quantity,PROPN,,Quantity,1,[11],56794,rationale,True
of,ADP,,of,1,[12],56794,rationale,False
milk,NOUN,,milk,1,[13],56794,rationale,True
in,ADP,,in,1,[14],56794,rationale,False
the,DET,,the,1,[15],56794,rationale,False
mixture,NOUN,,mixture,1,[16],56794,rationale,True
before,ADP,,before,1,[17],56794,rationale,False
adding,VERB,,add,1,[18],56794,rationale,True
milk,NOUN,,milk,1,[19],56794,rationale,True
=,NOUN,,=,1,[20],56794,rationale,True
(,PUNCT,,(,0,[22],56794,rationale,False
T,PROPN,,T,1,[23],56794,rationale,True
-,PUNCT,,-,0,[24],56794,rationale,False
4,NUM,,4,1,[25],56794,rationale,False
),PUNCT,,),0,[26],56794,rationale,False
"
",SPACE,,"
",0,[27],56794,rationale,False
After,ADP,,after,1,[28],56794,rationale,False
adding,VERB,,add,1,[29],56794,rationale,True
milk,NOUN,,milk,1,[30],56794,rationale,True
",",PUNCT,,",",0,[31],56794,rationale,False
quantity,NOUN,,quantity,1,[32],56794,rationale,True
of,ADP,,of,1,[33],56794,rationale,False
milk,NOUN,,milk,1,[34],56794,rationale,True
in,ADP,,in,1,[35],56794,rationale,False
the,DET,,the,1,[36],56794,rationale,False
mixture,NOUN,,mixture,1,[37],56794,rationale,True
=,NOUN,,=,1,[38],56794,rationale,True
T.,PROPN,,T.,1,[40],56794,rationale,True
"
",SPACE,,"
",0,[41],56794,rationale,False
-,PUNCT,,-,0,[43],56794,rationale,False
4,NUM,,4,1,[44],56794,rationale,False
=,NUM,,=,1,[45],56794,rationale,False
4/9(T,NUM,,4/9(t,1,[46],56794,rationale,False
-,SYM,,-,1,[47],56794,rationale,False
4,NUM,,4,1,[48],56794,rationale,False
),PUNCT,,),0,[49],56794,rationale,False
"
",SPACE,,"
",0,[50],56794,rationale,False
T,NOUN,,t,1,[52],56794,rationale,True
=,NOUN,,=,1,[53],56794,rationale,True
-,SYM,,-,1,[55],56794,rationale,False
176,NUM,,176,1,[56],56794,rationale,False
=,SYM,,=,1,[57],56794,rationale,False
>,X,,>,1,[58],56794,rationale,False
T,NOUN,,t,1,[59],56794,rationale,True
=,NOUN,,=,1,[60],56794,rationale,True
.,PUNCT,,.,0,[62],56794,rationale,False
"
",SPACE,,"
",0,[63],56794,rationale,False
ANSWER:D,PROPN,ORG,ANSWER:D,1,"[64, 65]",56794,rationale,True
The,DET,,the,1,[0],14968,rationale,False
number,NOUN,,number,1,[1],14968,rationale,True
of,ADP,,of,1,[2],14968,rationale,False
males,NOUN,,male,1,[3],14968,rationale,True
is,AUX,,be,1,[4],14968,rationale,False
148-92=56,NUM,,148-92=56,1,[5],14968,rationale,False
.,PUNCT,,.,0,[6],14968,rationale,False
"
",SPACE,,"
",0,[7],14968,rationale,False
The,DET,,the,1,[8],14968,rationale,False
number,NOUN,,number,1,[9],14968,rationale,True
of,ADP,,of,1,[10],14968,rationale,False
males,NOUN,,male,1,[11],14968,rationale,True
with,ADP,,with,1,[12],14968,rationale,False
advanced,ADJ,,advanced,1,[13],14968,rationale,True
degrees,NOUN,,degree,1,[14],14968,rationale,True
is,AUX,,be,1,[15],14968,rationale,False
.,PUNCT,,.,0,[17],14968,rationale,False
"
",SPACE,,"
",0,[18],14968,rationale,False
The,DET,,the,1,[19],14968,rationale,False
number,NOUN,,number,1,[20],14968,rationale,True
of,ADP,,of,1,[21],14968,rationale,False
females,NOUN,,female,1,[22],14968,rationale,True
with,ADP,,with,1,[23],14968,rationale,False
advanced,ADJ,,advanced,1,[24],14968,rationale,True
degrees,NOUN,,degree,1,[25],14968,rationale,True
is,AUX,,be,1,[26],14968,rationale,False
78-25=53,NUM,,78-25=53,1,[27],14968,rationale,False
.,PUNCT,,.,0,[28],14968,rationale,False
"
",SPACE,,"
",0,[29],14968,rationale,False
The,DET,,the,1,[30],14968,rationale,False
answer,NOUN,,answer,1,[31],14968,rationale,True
is,AUX,,be,1,[32],14968,rationale,False
D.,PROPN,NORP,D.,1,[33],14968,rationale,True
P,NOUN,,p,1,[0],96669,rationale,True
=,NOUN,,=,1,[1],96669,rationale,True
5Q,PROPN,,5Q,1,[2],96669,rationale,True
"
",SPACE,,"
",0,[3],96669,rationale,False
Q,PROPN,,Q,1,[4],96669,rationale,True
=,NOUN,,=,1,[5],96669,rationale,True
R+6,PUNCT,,R+6,0,[6],96669,rationale,False
=,X,,=,1,[7],96669,rationale,False
z+6,NUM,,z+6,1,[8],96669,rationale,False
"
",SPACE,,"
",0,[9],96669,rationale,False
P,NOUN,,p,1,[10],96669,rationale,True
=,NOUN,,=,1,[11],96669,rationale,True
5(z+6,NUM,,5(z+6,1,[12],96669,rationale,False
),PUNCT,,),0,[13],96669,rationale,False
=,VERB,,=,1,[14],96669,rationale,True
+,PROPN,,+,1,[16],96669,rationale,True
30,NUM,,30,1,[17],96669,rationale,False
"
",SPACE,,"
",0,[18],96669,rationale,False
The,DET,,the,1,[19],96669,rationale,False
answer,NOUN,,answer,1,[20],96669,rationale,True
is,AUX,,be,1,[21],96669,rationale,False
C.,PROPN,NORP,C.,1,[22],96669,rationale,True
Explanation,NOUN,,explanation,1,[0],36071,rationale,True
:,PUNCT,,:,0,[1],36071,rationale,False
"
",SPACE,,"
",0,[2],36071,rationale,False
=,X,,=,1,[3],36071,rationale,False
>,X,,>,1,[4],36071,rationale,False
In,ADP,,in,1,[5],36071,rationale,False
the,DET,,the,1,[9],36071,rationale,False
price,NOUN,,price,1,[10],36071,rationale,True
of,ADP,,of,1,[11],36071,rationale,False
the,DET,,the,1,[12],36071,rationale,False
diesel,NOUN,,diesel,1,[13],36071,rationale,True
would,AUX,,would,1,[14],36071,rationale,False
be,AUX,,be,1,[15],36071,rationale,False
*,PUNCT,,*,0,[17],36071,rationale,False
=,SYM,,=,1,[19],36071,rationale,False
"
",SPACE,,"
",0,[21],36071,rationale,False
=,X,,=,1,[22],36071,rationale,False
>,X,,>,1,[23],36071,rationale,False
In,ADP,,in,1,[24],36071,rationale,False
the,DET,,the,1,[28],36071,rationale,False
price,NOUN,,price,1,[29],36071,rationale,True
of,ADP,,of,1,[30],36071,rationale,False
the,DET,,the,1,[31],36071,rationale,False
diesel,NOUN,,diesel,1,[32],36071,rationale,True
would,AUX,,would,1,[33],36071,rationale,False
be,AUX,,be,1,[34],36071,rationale,False
*,PUNCT,,*,0,[36],36071,rationale,False
=,SYM,,=,1,[38],36071,rationale,False
"
",SPACE,,"
",0,[40],36071,rationale,False
=,X,,=,1,[41],36071,rationale,False
>,X,,>,1,[42],36071,rationale,False
In,ADP,,in,1,[43],36071,rationale,False
the,DET,,the,1,[47],36071,rationale,False
price,NOUN,,price,1,[48],36071,rationale,True
of,ADP,,of,1,[49],36071,rationale,False
the,DET,,the,1,[50],36071,rationale,False
diesel,NOUN,,diesel,1,[51],36071,rationale,True
would,AUX,,would,1,[52],36071,rationale,False
be,AUX,,be,1,[53],36071,rationale,False
*,PUNCT,,*,0,[55],36071,rationale,False
=,SYM,,=,1,[57],36071,rationale,False
"
",SPACE,,"
",0,[59],36071,rationale,False
=,X,,=,1,[60],36071,rationale,False
>,X,,>,1,[61],36071,rationale,False
In,ADP,,in,1,[62],36071,rationale,False
the,DET,,the,1,[66],36071,rationale,False
price,NOUN,,price,1,[67],36071,rationale,True
of,ADP,,of,1,[68],36071,rationale,False
the,DET,,the,1,[69],36071,rationale,False
diesel,NOUN,,diesel,1,[70],36071,rationale,True
would,AUX,,would,1,[71],36071,rationale,False
be,AUX,,be,1,[72],36071,rationale,False
*,PUNCT,,*,0,[74],36071,rationale,False
=,NUM,,=,1,[76],36071,rationale,False
which,PRON,,which,1,[78],36071,rationale,False
is,AUX,,be,1,[79],36071,rationale,False
higher,ADJ,,high,1,[80],36071,rationale,True
than,ADP,,than,1,[81],36071,rationale,False
the,DET,,the,1,[82],36071,rationale,False
"
",SPACE,,"
",0,[83],36071,rationale,False
price,NOUN,,price,1,[84],36071,rationale,True
of,ADP,,of,1,[85],36071,rationale,False
the,DET,,the,1,[86],36071,rationale,False
petrol,NOUN,,petrol,1,[87],36071,rationale,True
!,PUNCT,,!,0,[88],36071,rationale,False
"
",SPACE,,"
",0,[89],36071,rationale,False
Answer,NOUN,,answer,1,[90],36071,rationale,True
:,PUNCT,,:,0,[91],36071,rationale,False
D,NOUN,,d,1,[92],36071,rationale,True
Since,SCONJ,,since,1,[0],94035,rationale,False
co-efficient,NOUN,,co-efficient,1,[1],94035,rationale,True
of,ADP,,of,1,[2],94035,rationale,False
x^2,PROPN,,x^2,1,[3],94035,rationale,True
is,AUX,,be,1,[4],94035,rationale,False
negative,ADJ,,negative,1,[5],94035,rationale,True
",",PUNCT,,",",0,[6],94035,rationale,False
the,DET,,the,1,[7],94035,rationale,False
parabola,NOUN,,parabola,1,[8],94035,rationale,True
will,AUX,,will,1,[9],94035,rationale,False
be,AUX,,be,1,[10],94035,rationale,False
downward,ADJ,,downward,1,[11],94035,rationale,True
facing,VERB,,face,1,[12],94035,rationale,True
.,PUNCT,,.,0,[13],94035,rationale,False
So,ADV,,so,1,[14],94035,rationale,True
the,DET,,the,1,[15],94035,rationale,False
parabola,NOUN,,parabola,1,[16],94035,rationale,True
and,CCONJ,,and,1,[17],94035,rationale,False
the,DET,,the,1,[18],94035,rationale,False
x,PROPN,,x,1,[19],94035,rationale,True
axis,NOUN,,axis,1,[20],94035,rationale,True
will,AUX,,will,1,[21],94035,rationale,False
enclose,VERB,,enclose,1,[22],94035,rationale,True
some,DET,,some,1,[23],94035,rationale,False
points,NOUN,,point,1,[24],94035,rationale,True
where,SCONJ,,where,1,[25],94035,rationale,False
the,DET,,the,1,[26],94035,rationale,False
y-values,NOUN,,y-value,1,[27],94035,rationale,True
of,ADP,,of,1,[28],94035,rationale,False
the,DET,,the,1,[29],94035,rationale,False
parabola,NOUN,,parabola,1,[30],94035,rationale,True
are,AUX,,be,1,[31],94035,rationale,False
positive,ADJ,,positive,1,[32],94035,rationale,True
.,PUNCT,,.,0,[33],94035,rationale,False
"
",SPACE,,"
",0,[34],94035,rationale,False
When,SCONJ,,when,1,[35],94035,rationale,False
x,SYM,,x,1,[36],94035,rationale,False
=,SYM,,=,1,[37],94035,rationale,False
",",PUNCT,,",",0,[39],94035,rationale,False
y,PROPN,,y,1,[40],94035,rationale,True
=,SYM,,=,1,[41],94035,rationale,False
lies,VERB,,lie,1,[43],94035,rationale,True
on,ADP,,on,1,[44],94035,rationale,False
the,DET,,the,1,[45],94035,rationale,False
parabola,NOUN,,parabola,1,[46],94035,rationale,True
",",PUNCT,,",",0,[47],94035,rationale,False
so,ADV,,so,1,[48],94035,rationale,True
(,PUNCT,,(,0,[49],94035,rationale,False
",",PUNCT,,",",0,[51],94035,rationale,False
),PUNCT,,),0,[53],94035,rationale,False
will,AUX,,will,1,[54],94035,rationale,False
not,PART,,not,1,[55],94035,rationale,False
be,AUX,,be,1,[56],94035,rationale,False
enclosed,VERB,,enclose,1,[57],94035,rationale,True
by,ADP,,by,1,[58],94035,rationale,False
the,DET,,the,1,[59],94035,rationale,False
parabola,PROPN,,parabola,1,[60],94035,rationale,True
and,CCONJ,,and,1,[61],94035,rationale,False
x,SYM,,x,1,[62],94035,rationale,False
axis,ADJ,,axis,1,[63],94035,rationale,True
.,PUNCT,,.,0,[64],94035,rationale,False
"
",SPACE,,"
",0,[65],94035,rationale,False
When,SCONJ,,when,1,[66],94035,rationale,False
x,SYM,,x,1,[67],94035,rationale,False
=,SYM,,=,1,[68],94035,rationale,False
",",PUNCT,,",",0,[70],94035,rationale,False
y,PROPN,,y,1,[71],94035,rationale,True
=,SYM,,=,1,[72],94035,rationale,False
lies,VERB,,lie,1,[74],94035,rationale,True
on,ADP,,on,1,[75],94035,rationale,False
the,DET,,the,1,[76],94035,rationale,False
parabola,NOUN,,parabola,1,[77],94035,rationale,True
",",PUNCT,,",",0,[78],94035,rationale,False
so,ADV,,so,1,[79],94035,rationale,True
(,PUNCT,,(,0,[80],94035,rationale,False
),PUNCT,,),0,[84],94035,rationale,False
will,AUX,,will,1,[85],94035,rationale,False
not,PART,,not,1,[86],94035,rationale,False
be,AUX,,be,1,[87],94035,rationale,False
enclosed,VERB,,enclose,1,[88],94035,rationale,True
by,ADP,,by,1,[89],94035,rationale,False
the,DET,,the,1,[90],94035,rationale,False
parabola,PROPN,,parabola,1,[91],94035,rationale,True
and,CCONJ,,and,1,[92],94035,rationale,False
x,SYM,,x,1,[93],94035,rationale,False
axis,ADJ,,axis,1,[94],94035,rationale,True
.,PUNCT,,.,0,[95],94035,rationale,False
"
",SPACE,,"
",0,[96],94035,rationale,False
When,SCONJ,,when,1,[97],94035,rationale,False
x,SYM,,x,1,[98],94035,rationale,False
=,SYM,,=,1,[99],94035,rationale,False
",",PUNCT,,",",0,[101],94035,rationale,False
y,PROPN,,y,1,[102],94035,rationale,True
=,SYM,,=,1,[103],94035,rationale,False
lies,VERB,,lie,1,[105],94035,rationale,True
on,ADP,,on,1,[106],94035,rationale,False
the,DET,,the,1,[107],94035,rationale,False
parabola,NOUN,,parabola,1,[108],94035,rationale,True
