lemma,word,part_of_speech,category,meaning,question_id,code
H,H,PROPN,ORG,Height of cylinder,78816,r008
increase,increase,NOUN,general concept,Growth or amplification,78816,r023
E.,E.,PROPN,Organization Name,Option choice,78816,r007
=,=,VERB,Technical Term,Equality Comparison,78816,r003
*,*,NOUN,Technical Term,Multiplication,78816,r001
increase,increase,NOUN,general concept,Growth or amplification,78816,r023
H,H,PROPN,ORG,Height of cylinder,78816,r008
decrease,decrease,NOUN,Higher-level Concept,Reduction in size or amount,78816,r018
maximum,Maximum,ADJ,general concept,Largest possible amount,78816,r024
value,value,NOUN,"multiple possible values, consider context from surrounding text","expresses a higher level concept, example: the maximum volume",78816,r029
simple,simple,ADJ,,Easy to understand or do.,29338,r026
elegant,elegant,ADJ,,Attractive and visually pleasing,29338,r010
solution,solution,NOUN,Technical Term,A way of solving a problem or dealing with a situation.,29338,r027
addition,addition,NOUN,Technical Term,Act of increasing a value,29338,r005
shift,shifts,NOUN,Technical Term,A change in value or position.,29338,r024
mean,mean,VERB,technical term,Average value,29338,r016
addition,addition,NOUN,Technical Term,Act of increasing a value,29338,r005
shift,shifts,NOUN,Technical Term,A change in value or position.,29338,r024
mean,mean,VERB,technical term,Average value,29338,r016
other,other,ADJ,,Different from others,29338,r019
side,side,NOUN,Technical Term,One of two contrasting aspects or positions.,29338,r025
have,have,VERB,,To possess or own,29338,r012
mean,mean,NOUN,technical term,Average value,29338,r016
lie,lying,VERB,,To be situated or positioned,29338,r015
ratio,ratio,NOUN,Technical Term,A comparison of two or more values.,29338,r023
divide,divide,NOUN,Technical Term,Mathematical operation to split into parts,29338,r009
mean,Meaning,VERB,technical term,Average value,29338,r016
mean,mean,NOUN,technical term,Average value,29338,r016
n,n,NOUN,technical term,Number of terms,29338,r017
term,terms,NOUN,Technical Term,A word or phrase with a specific meaning in a particular field or context.,29338,r029
now,Now,ADV,,At the present time,29338,r018
statement,statement,NOUN,Technical Term,A declaration or assertion that expresses something as true or real.,29338,r028
person,person,NOUN,Individual Name,A human being,29338,r021
age,aged,VERB,Individual Name,,29338,r006
add,added,VERB,,To increase,29338,r004
group,group,NOUN,organization name,A collection of people,29338,r011
n,n,PROPN,technical term,Number of terms,29338,r017
people,people,NOUN,individual name,Humans,29338,r020
average,average,ADJ,Technical Term,Central tendency measurement,29338,r007
age,age,NOUN,Individual Name,,29338,r006
increase,increases,NOUN,technical term,A rise or growth in value,29338,r013
R*23,R*23,PROPN,Individual Name,Variable representing age,29338,r003
+39,+39,PROPN,Individual Name,Age,29338,r001
=,=,PROPN,Technical Term,,29338,r002
r,R,NOUN,Technical Term,Represents the average age of the group before adding anyone new.,29338,r022
=,=,NOUN,Technical Term,,29338,r002
S.I.,S.I.,PROPN,GPE,Simple Interest,83902,r008
1800,1800,NUM,MONEY,Amount of money,83902,r002
C.I.,C.I.,PROPN,GPE,Compound Interest,83902,r007
2025,2025,NUM,MONEY,Amount of money,83902,r003
difference,Difference,NOUN,General Concepts,Discrepancy between values,83902,r010
225,225,NUM,MONEY,Amount of money,83902,r004
x,x,NOUN,technical term,unknown quantity,73290,r015
question,questions,NOUN,,inquiry seeking information.,73290,r008
correct,correct,ADJ,,matching the truth or facts,73290,r005
then,then,ADV,,,73290,r012
=,=,VERB,,,73290,r001
x=130,x=130,PROPN,numerical value,correct answer,73290,r016
so,so,ADV,,consequently/therefore,73290,r010
question,questions,NOUN,,inquiry seeking information.,73290,r008
correct,correct,ADJ,,matching the truth or facts,73290,r005
explanation,Explanation,NOUN,Technical Term,Clarification or Description,93107,r014
Market,Market,PROPN,Technical Term,Financial Exchange,93107,r006
Value,Value,PROPN,Technical Term,Monetary Worth,93107,r013
r,Rs,NOUN,technical term,"Represents a monetary value unit (e.g., Rupee or Renminbi).",93107,r025
.,.,PROPN,individual name,Represents the end of a sentence,93107,r002
Required,Required,PROPN,Technical Term,Obligatory Amount,93107,r007
Income,Income,PROPN,"Organization Name, Technical Term",Financial Return,93107,r005
Rs,Rs,PROPN,"NORP, ORG",Currency Symbol,93107,r008
.,.,PROPN,individual name,Represents the end of a sentence,93107,r002
here,Here,ADV,,,93107,r017
face,face,NOUN,Technical Term,Assumed Value,93107,r015
value,value,NOUN,technical term,The monetary worth of an asset.,93107,r029
give,given,VERB,,,93107,r016
take,Take,VERB,technical term,"To acquire or assume something (in this context, an investment position).",93107,r028
face,face,NOUN,Technical Term,Assumed Value,93107,r015
value,value,NOUN,technical term,The monetary worth of an asset.,93107,r029
Rs.100,Rs.100,PROPN,Organization Name,Nominal Value,93107,r009
give,given,VERB,,,93107,r016
question,question,NOUN,organization name,A company or entity specializing in financial matters (referring to the organization 'Question' if it exists).,93107,r024
obtain,obtain,VERB,technical term,Acquire a desired income through investment.,93107,r022
Rs.30,Rs.30,NOUN,Technical Term,Monetary amount,93107,r011
"ie,30","ie,30",NOUN,Technical Term,Percentage Representation,93107,r018
%,%,NOUN,technical term,Percentage,93107,r001
face,face,NOUN,Technical Term,Assumed Value,93107,r015
value,value,NOUN,technical term,The monetary worth of an asset.,93107,r029
investment,investment,NOUN,Technical Term,Financial Allocation,93107,r020
Rs.90,Rs.90,PROPN,Technical Term,Unit of Currency Value,93107,r012
obtain,obtain,VERB,technical term,Acquire a desired income through investment.,93107,r022
Rs.15000,Rs.15000,PROPN,Organization Name,Target Investment,93107,r010
investment,investment,NOUN,Technical Term,Financial Allocation,93107,r020
=,=,NOUN,technical term,Symbol indicating equality in an equation,93107,r004
90/30Ã—500,90/30Ã—500,NOUN,Technical Term,Calculation representing an investment amount,93107,r003
rs.1500,Rs.1500,NOUN,individual name,A hypothetical individual known as 'Rs.1500'.,93107,r026
question,question,NOUN,common noun,A request for information or an inquiry,49178,r033
be,'s,VERB,,Exist or happen,49178,r005
lot,lot,NOUN,,a large amount,49178,r025
information,information,NOUN,,facts and details,49178,r022
give,given,VERB,,"Provide, bestow",49178,r018
here,here,ADV,,location,49178,r021
so,so,ADV,common adverb,As a consequence,49178,r037
let,let,VERB,,to permit or allow,49178,r024
eat,eat,VERB,,Consume food,49178,r012
slow,slow,ADV,technical term,To proceed at a gradual pace,49178,r036
here,here,ADV,,location,49178,r021
Joey,Joey,PROPN,PERSON,Student at a psychology school,49178,r001
score,scores,VERB,common verb,To achieve a certain level or result,49178,r035
end,end,NOUN,,"Conclusion, termination",49178,r013
first,first,ADJ,,"Initial, foremost",49178,r016
year,year,NOUN,Time,A period of 365 days.,49178,r044
mean,means,VERB,,to intend or signify,49178,r027
currently,currently,ADV,,At present time,49178,r009
give,given,VERB,,"Provide, bestow",49178,r018
instruction,instruction,NOUN,technical term,directions or rules,49178,r023
grade,grade,NOUN,Technical Term,"Evaluation score, academic performance",49178,r020
determine,determined,VERB,Technical Term,"Establish or ascertain a specific outcome, value, or truth through analysis or calculation",49178,r010
double,doubling,VERB,,Multiply by two,49178,r011
age,age,NOUN,Technical Term,Period of time in life during which individual exhibits certain characteristics and capabilities,49178,r004
now,Now,ADV,,at this time,49178,r029
come,come,VERB,,Approach or occur in the future,49178,r007
psychology,psychology,NOUN,technical term,The scientific study of the mind and behavior,49178,r032
school,school,NOUN,organization name,An institution of learning,49178,r034
technically,technically,ADV,technical term,In a precise or literal manner ,49178,r040
find,find,VERB,,"Discover, locate",49178,r015
grade,grade,NOUN,Technical Term,"Evaluation score, academic performance",49178,r020
want,want,VERB,Desire,To have a wish or strong desire for something.,49178,r043
double,double,VERB,,Multiply by two,49178,r011
age,age,NOUN,Technical Term,Period of time in life during which individual exhibits certain characteristics and capabilities,49178,r004
previous,previous,ADJ,technical term,Refers to a value or state from a prior time period,49178,r031
grade,grade,NOUN,Technical Term,"Evaluation score, academic performance",49178,r020
then,then,ADV,Time,Referring to a subsequent time or point in progression.,49178,r041
go,going,VERB,,Move towards a destination,49178,r019
now,Now,ADV,,at this time,49178,r029
let,let,VERB,,to permit or allow,49178,r024
tackle,tackle,VERB,common verb,To address or deal with,49178,r039
main,main,ADJ,,most important,49178,r026
question,question,NOUN,common noun,A request for information or an inquiry,49178,r033
grade,grade,NOUN,Technical Term,"Evaluation score, academic performance",49178,r020
go,going,VERB,,Move towards a destination,49178,r019
school,school,NOUN,organization name,An institution of learning,49178,r034
again,Again,ADV,,Repeat action,49178,r003
find,find,VERB,,"Discover, locate",49178,r015
grade,grade,NOUN,Technical Term,"Evaluation score, academic performance",49178,r020
go,going,VERB,,Move towards a destination,49178,r019
double,double,VERB,,Multiply by two,49178,r011
age,age,NOUN,Technical Term,Period of time in life during which individual exhibits certain characteristics and capabilities,49178,r004
previous,previous,ADJ,technical term,Refers to a value or state from a prior time period,49178,r031
grade,grade,NOUN,Technical Term,"Evaluation score, academic performance",49178,r020
calculate,calculated,VERB,,Determine a numerical value,49178,r006
grade,grade,NOUN,Technical Term,"Evaluation score, academic performance",49178,r020
therefore,therefore,ADV,Logical Consequence,Indicating a conclusion drawn from preceding statements or evidence.,49178,r042
Explanation,Explanation,PROPN,Individual Name,The Provided Textual Explanation ,88018,r002
*,*,NOUN,Technical Term,Mathematical Multiplication,88018,r001
=,=,PROPN,Technical Term,Indicates an equivalence relation,11163,r003
r,R,NOUN,Technical Term,Variable/Unknown Quantity,11163,r015
r,R,NOUN,Technical Term,Variable/Unknown Quantity,11163,r015
=,=,NOUN,Technical Term,Indicates an equivalence relation,11163,r003
C,C,PROPN,Technical Term,Variable representing a value,11163,r004
3c,3C,ADJ,Technical Term,Represents a quantity or condition,11163,r002
=,=,NOUN,Technical Term,Indicates an equivalence relation,11163,r003
C,C,PROPN,Technical Term,Variable representing a value,11163,r004
c,C,NOUN,Technical Term,Represents a quantity or condition,11163,r009
take,took,VERB,organization name,Medical Administration,85741,r013
pill,pill,NOUN,MEDICATION,A small dose of medicine in tablet form,85741,r010
the zero minute,the zero minute,DET,TIME,Medication Start Time,85741,r014
take,took,VERB,organization name,Medical Administration,85741,r013
pill,pill,NOUN,MEDICATION,A small dose of medicine in tablet form,85741,r010
=,=,VERB,MATHEMATICAL OPERATION,Comparison or calculation,85741,r004
take,took,VERB,organization name,Medical Administration,85741,r013
pill,pill,NOUN,MEDICATION,A small dose of medicine in tablet form,85741,r010
=,=,NOUN,MATHEMATICAL OPERATION,Comparison or calculation,85741,r004
then,Then,ADV,technical term,Time Interval,85741,r015
last,last,VERB,DURATION,To continue or remain in effect,85741,r006
sum,sum,NOUN,technical term,Mathematics: the total result of adding numbers together,14727,r032
k,k,PROPN,Individual Name,Refers to a specific person (multiple possible),14727,r017
consecutive,consecutive,ADJ,technical term,Sequence of numbers following a specific order.,14727,r010
integer,integers,NOUN,Technical Term,A whole number (multiple possible),14727,r016
have,have,VERB,,To possess or own (multiple possible),14727,r013
least,least,ADJ,multiple possible,Smallest,14727,r022
k=1,k=1,PROPN,Individual Name,Refers to a specific person (multiple possible),14727,r018
k=3,k=3,VERB,PERSON,A specific quantity in the context (mathematical use),14727,r019
then,then,ADV,,Indicates a consequence or following event,14727,r033
product,product,NOUN,Technical Term,The result of multiplying two or more numbers together.,14727,r029
time,time,NOUN,Technical Term,A dimension in which events occur in sequence,14727,r034
True,True,PROPN,,(statement indicating truth),14727,r008
state,stated,VERB,Technical Term,Describes a condition or situation,14727,r031
early,earlier,ADV,,In reference to time (multiple possible),14727,r011
k=1,k=1,PROPN,PERSON,Refers to a specific person (multiple possible),14727,r018
then,then,ADV,,Indicates a consequence or following event,14727,r033
high,highest,ADJ,,Relating to a great degree (multiple possible),14727,r014
as,as,ADV,,In the same way or manner,14727,r009
well,well,ADV,,In good condition; successfully,14727,r036
low,lowest,ADJ,multiple possible,"Smaller'},  { ",14727,r023
number,number,NOUN,,A mathematical concept representing quantity.,14727,r026
true,True,ADJ,technical term,Logic: a statement that accurately reflects reality,14727,r035
large,largest,ADJ,  ,Describes a quantity or size that is greater than normal.,14727,r021
number,number,NOUN,,A mathematical concept representing quantity.,14727,r026
only,only,ADV,,"Exclusively, without anything else present or considered.",14727,r027
K=1,K=1,PROPN,Technical Term,Condition where K equals 1,14727,r007
+,+,NOUN,,Plus sign,14727,r001
integer,integer,NOUN,Technical Term,A whole number (multiple possible),14727,r016
integer,integer,NOUN,Technical Term,A whole number (multiple possible),14727,r016
-ve,-ve,NOUN,,Negative value,14727,r002
never,Never,ADV,  ,Expresses an absolute denial of an event or state occurring.,14727,r025
true,true,ADJ,technical term,Logic: a statement that accurately reflects reality,14727,r035
question,question,NOUN,General Concept,Inquiry,69576,r026
xy-plane,xy-plane,PROPN,technical term,a flat surface where x and y axes intersect,69576,r036
point,points,NOUN,Technical Term,Coordinate on a plane,69576,r023
P=(c,P=(c,PROPN,technical term,"Point P with coordinates (c, d)",69576,r004
c,c,PROPN,Organization Name,Defines the x-coordinate within the square,69576,r012
-d,-d,PROPN,technical term,Negative value of coordinate d,69576,r002
-c,-c,PROPN,technical term,Negative value of coordinate c,69576,r001
-d,-d,PROPN,technical term,Negative value of coordinate d,69576,r002
vertex,vertices,NOUN,technical term,corner point of a geometric shape,69576,r033
certain,certain,ADJ,Technical Term,Indicates a specific attribute or characteristic of the square,69576,r013
