word,part_of_speech,category,meaning,question_id, word,source_text,text,source,meaning ,_meaning,"},   {",recently,rock,say
Monday,PROPN,DATE,Day of the Week,20231215_13,,,,,,,,,,
2023,NUM,DATE,Year,20231215_13,,,,,,,,,,
Google’s,Possessive Pronoun,ORG,Technology Company,20231215_13,,,,,,,,,,
NFL,PROPN,ORG,Sports League,20231215_13,,,,,,,,,,
Oppenheimer,PROPN,WORK_OF_ART,Film,20231215_13,,,,,,,,,,
Taylor Swift,PROPN,WORK_OF_ART,Music,20231215_13,,,,,,,,,,
US,PROPN,GPE,Geopolitical Entity,20231215_13,,,,,,,,,,
Wordle,PROPN,GAME,Word Game,20231215_13,,,,,,,,,,
actor,NOUN,PERSON_ROLE,Profession,20231215_13,,,,,,,,,,
announce,VERB,ACTION,Communicate Information,20231215_13,,,,,,,,,,
company,NOUN,ORG,Business,20231215_13,,,,,,,,,,
globally,ADV,SCALE,Worldwide,20231215_13,,,,,,,,,,
include,VERB,ACTION,Contain,20231215_13,,,,,,,,,,
late,ADJ,,deceased,20231215_13,,,,,,,,,,
lead,VERB,,"to be the foremost, to guide",20231215_13,,,,,,,,,,
most-searched,ADV,,most frequently looked for,20231215_13,,,,,,,,,,
movie,NOUN,,form of entertainment,20231215_13,,,,,,,,,,
news,NOUN,,current events,20231215_13,,,,,,,,,,
other,ADJ,,"additional, supplementary",20231215_13,,,,,,,,,,
player,NOUN,,competitor in a game or sport,20231215_13,,,,,,,,,,
term,NOUN,technical term,specific word or phrase with specialized meaning,20231215_13,,,,,,,,,,
top,ADJ,,"highest, preferred",20231215_13,,,,,,,,,,
topic,NOUN,,subject of discussion or interest,20231215_13,,,,,,,,,,
trend,"VERB, NOUN",Technical Term,Popularity increase over time,20231215_13,,,,,,,,,,
war,NOUN,Technical Term,Armed conflict between nations or groups,20231215_13,,,,,,,,,,
$37.7 million,SYM,MONEY,Financial Asset,20231103_18,,,,,,,,,,
Arizona State University,PROPN,ORG,Educational Institution,20231103_18,,,,,,,,,,
Biden,PROPN,PERSON,Political Leader,20231103_18,,,,,,,,,,
Department of Education,PROPN,ORG,Government Agency,20231103_18,,,,,,,,,,
Duke University,PROPN,ORG,Educational Institution,20231103_18,,,,,,,,,,
Grand Canyon University,PROPN,ORG,Educational Institution,20231103_18,,,,,,,,,,
Grand Canyon University Tuesday,PROPN,ORG,Educational Institution (Specific Date),20231103_18,,,,,,,,,,
Phoenix,PROPN,GPE,City,20231103_18,,,,,,,,,,
Stanford University,PROPN,ORG,Educational Institution,20231103_18,,,,,,,,,,
Tuesday,PROPN,DATE,Day of the Week,20231103_18,,,,,,,,,,
administration,NOUN,organization name,Government or political body,20231103_18,,,,,,,,,,
conclude,VERB,technical term,To complete or finish a process,20231103_18,,,,,,,,,,
cost,NOUN,technical term,Expense or price of something,20231103_18,,,,,,,,,,
degree,NOUN,technical term,Educational qualification,20231103_18,,,,,,,,,,
doctoral,ADJ,technical term,Highest level of academic degree,20231103_18,,,,,,,,,,
fine,NOUN,technical term,Penalty or payment for a violation,20231103_18,,,,,,,,,,
investigation,NOUN,technical term,Formal inquiry into something,20231103_18,,,,,,,,,,
issue,VERB,technical term,To bring to the public's attention,20231103_18,,,,,,,,,,
misrepresent,VERB,technical term,To present something falsely or inaccurately,20231103_18,,,,,,,,,,
over $37 million,ADP,MONEY,Amount of money,20231103_18,,,,,,,,,,
private,ADJ,technical term,Educational Setting,20231103_18,,,,,,,,,,
program,NOUN,technical term,Academic Curriculum,20231103_18,,,,,,,,,,
recently,ADV,organisation name,Time Frame,20231103_18,,,,,,,,,,
school,NOUN,organization name,Educational Institution,20231103_18,,,,,,,,,,
university,NOUN,organization name,Higher Education Institution,20231103_18,,,,,,,,,,
Boston,PROPN,GPE,US City,20231117_10,,,,,,,,,,
Chicago,PROPN,GPE,US City,20231117_10,,,,,,,,,,
DC,PROPN,GPE,"Washington, D.C.",20231117_10,,,,,,,,,,
Israel-Hamas,PROPN,Organization Name,Political Conflict,20231117_10,,,,,,,,,,
Philadelphia,PROPN,GPE,US City,20231117_10,,,,,,,,,,
Tuesday,PROPN,DATE,Day of the Week,20231117_10,,,,,,,,,,
US,PROPN,GPE,Country,20231117_10,,,,,,,,,,
Washington,PROPN,GPE,US City,20231117_10,,,,,,,,,,
"Washington, DC",PROPN,GPE,US City,20231117_10,,,,,,,,,,
believe,VERB,,Hold as True,20231117_10,,,,,,,,,,
city,NOUN,place,Urban area,20231117_10,,,,,,,,,,
demonstration,NOUN,Event,Public gathering or protest,20231117_10,,,,,,,,,,
gathering,NOUN,Event,Assemblage of people,20231117_10,,,,,,,,,,
large,ADJ,Descriptive,Of significant size or extent,20231117_10,,,,,,,,,,
march,NOUN,Event,"Procession of people, often for a cause",20231117_10,,,,,,,,,,
massive,ADJ,Descriptive,Extremely large in size or amount,20231117_10,,,,,,,,,,
participate,VERB,Action,To take part in an activity or event,20231117_10,,,,,,,,,,
people,NOUN,Human Group,"Individuals, humans",20231117_10,,,,,,,,,,
place,NOUN,Location,A specific position or area in space,20231117_10,,,,,,,,,,
pro-israel,ADJ,Political Affiliation,Supporting the state of Israel,20231117_10,,,,,,,,,,
protest,NOUN,Action,Expression of disagreement or disapproval,20231117_10,,,,,,,,,,
start,NOUN,Event,Beginning of a period or activity,20231117_10,,,,,,,,,,
take,VERB,Action,To perform an action or seize something,20231117_10,,,,,,,,,,
this week,DET,Time Frame,A short period of time starting on a particular day and ending on the following Saturday or Sunday.,20231117_10,,,,,,,,,,
thousand,NOUN,Cardinal Number,"A large quantity, equal to one thousand items",20231117_10,,,,,,,,,,
war,NOUN,Conflict, A state of violent conflict between states or groups with opposing goals,20231117_10,,,,,,,,,,
Bernie Sanders,PROPN,Individual Name,Politician,20231208_18,,,,,,,,,,
Bob Menendez,PROPN,Individual Name,Politician,20231208_18,,,,,,,,,,
Congress,PROPN,Organization Name,Legislative Body,20231208_18,,,,,,,,,,
House,PROPN,Organization Name,Legislative Chamber,20231208_18,,,,,,,,,,
Kevin McCarthy,PROPN,Individual Name,Politician,20231208_18,,,,,,,,,,
Mike Johnson,PROPN,Individual Name,Politician,20231208_18,,,,,,,,,,
Speaker,PROPN,Title,Head of a Legislative Body,20231208_18,,,,,,,,,,
Wall Street Journal,PROPN,Organization Name,News Publication,20231208_18,,,,,,,,,,
announce,VERB,,To make known formally,20231208_18,,,,,,,,,,
former,ADJ,,Previous,20231208_18,,,,,,,,,,
lawmaker,NOUN,individual name,Government official,20231208_18,,,,,,,,,,
leave,VERB,,Depart from a position,20231208_18,,,,,,,,,,
op-ed,NOUN,technical term,Opinion piece,20231208_18,,,,,,,,,,
resign,VERB,,Step down from a position,20231208_18,,,,,,,,,,
the end of this year,DET,DATE,Specific point in time,20231208_18,,,,,,,,,,
this week,DET,DATE,Period of time,20231208_18,,,,,,,,,,
Actor,NOUN,WORK_OF_ART,Acting Role,20240112_2,,,,,,,,,,
Barbie,NOUN,WORK_OF_ART,Film,20240112_2,,,,,,,,,,
Best,ADJ,,Highest Rated,20240112_2,,,,,,,,,,
Best Motion Picture,PROPN,WORK_OF_ART,Film category,20240112_2,,,,,,,,,,
Best Original Score,PROPN,WORK_OF_ART,Music category,20240112_2,,,,,,,,,,
"Best Original Song for ""what be I make for",PROPN,WORK_OF_ART,Music category,20240112_2,,,,,,,,,,
Best Supporting Actor,PROPN,WORK_OF_ART,Acting category,20240112_2,,,,,,,,,,
Billie Eilish,PROPN,PERSON,Singer,20240112_2,,,,,,,,,,
Christopher Nolan,PROPN,PERSON,Film Director,20240112_2,,,,,,,,,,
Director,PROPN,Organization Name,Film Industry Role,20240112_2,,,,,,,,,,
Drama,PROPN,Technical Term,Movie Genre,20240112_2,,,,,,,,,,
Golden Globe,PROPN,Organization Name,Award Ceremony,20240112_2,,,,,,,,,,
Golden globe,PROPN,EVENT,Ceremony for Recognition,20240112_2,,,,,,,,,,
Killers,PROPN,Organization Name,Group of People,20240112_2,,,,,,,,,,
Ludwig Göransson's,PROPN,PERSON,Music Composer,20240112_2,,,,,,,,,,
Oppenheimer,PROPN,Organization Name,Movie Title,20240112_2,,,,,,,,,,
Robert Downey Jr,PROPN,PERSON,Actor,20240112_2,,,,,,,,,,
achievement,NOUN,Technical Term,Success or Accomplishment,20240112_2,,,,,,,,,,
Cillian Murphy,PROPN,Individual Name,Actor,20240112_2,,,,,,,,,,
also,ADV,N/A,Additionally,20240112_2,,,,,,,,,,
award,NOUN,technical term,Recognition of achievement,20240112_2,,,,,,,,,,
box,NOUN,N/A,Container for things,20240112_2,,,,,,,,,,
cinematic,ADJ,technical term,Relating to film or movies,20240112_2,,,,,,,,,,
film,NOUN,N/A,Motion picture,20240112_2,,,,,,,,,,
first-ever,ADJ,N/A,Happening or occurring for the very first time,20240112_2,,,,,,,,,,
five,NUM,N/A,Quantity,20240112_2,,,,,,,,,,
global,ADJ,technical term,"Worldwide, international",20240112_2,,,,,,,,,,
highest-grossing,ADV,N/A,Generating the most revenue,20240112_2,,,,,,,,,,
hit,VERB,Individual Name,A person who achieves a success in something specific.,20240112_2,,,,,,,,,,
last year,ADJ,DATE,The previous twelve months.,20240112_2,,,,,,,,,,
movie,NOUN,WORK_OF_ART,A film produced for cinematic exhibition.,20240112_2,,,,,,,,,,
office,PROPN,ORGANIZATION_NAME,"A place where business is done, often shared by multiple employees. Can refer specifically to companies or government departments.",20240112_2,,,,,,,,,,
poor,ADJ,Technical Term,Lacking resources or adequate income; experiencing hardship.,20240112_2,,,,,,,,,,
release,NOUN,WORK_OF_ART,The act of making a film available to the public.,20240112_2,,,,,,,,,,
soundtrack,NOUN,Technical Term,A collection of music composed for or used in a film or other visual medium.,20240112_2,,,,,,,,,,
The Flower Moon,DET,Individual Name,"Refers to the title of a film, often associated with a historical event or individual",20240112_2,,,,,,,,,,
thing,NOUN,Technical Term,A general object or concept that lacks specific definition; broadly used as a placeholder for something.,20240112_2,,,,,,,,,,
what be I make for,PRON,WORK_OF_ART,"A song title, likely expressing the content or theme of the music.",20240112_2,,,,,,,,,,
win,VERB,technical term,"Achieve victory or success in a competition, election, or other endeavor.",20240112_2,,,,,,,,,,
absorbent,ADJ,technical term,Material property,20231215_15,,,,,,,,,,
ball,NOUN,individual name,Toy or object type,20231215_15,,,,,,,,,,
bead,NOUN,technical term,"Small, round object",20231215_15,,,,,,,,,,
block,NOUN,individual name,Construction material,20231215_15,,,,,,,,,,
blockage,NOUN,technical term,Physical obstruction,20231215_15,,,,,,,,,,
build,VERB,individual name,Create or assemble,20231215_15,,,,,,,,,,
cause,VERB,technical term,Bring about an effect,20231215_15,,,,,,,,,,
child,NOUN,individual name,Young human,20231215_15,,,,,,,,,,
Amazon,PROPN,ORG,E-commerce company,20231215_15,,,,,,,,,,
concern,NOUN,Higher-level concept,Safety,20231215_15,,,,,,,,,,
expand,VERB,Technical term,Growth/Change in size,20231215_15,,,,,,,,,,
expert,NOUN,Individual name,Professionals in a field,20231215_15,,,,,,,,,,
expose,VERB,Higher-level concept,Reveal/Make something known,20231215_15,,,,,,,,,,
extremely,ADV,Higher-level concept,To a high degree/Extent,20231215_15,,,,,,,,,,
health,NOUN,Higher-level concept,Well-being,20231215_15,,,,,,,,,,
hoverboard,NOUN,Technical term,Personal transportation device,20231215_15,,,,,,,,,,
injeste,VERB,Technical term,To swallow/Consume by mouth,20231215_15,,,,,,,,,,
intestinal,ADJ,Technical term,Pertaining to the intestines,20231215_15,,,,,,,,,,
liquid,NOUN,Technical term,State of matter,20231215_15,,,,,,,,,,
major,ADJ,organization name,Large retailer,20231215_15,,,,,,,,,,
market,VERB,,Sell commercially,20231215_15,,,,,,,,,,
material,NOUN,technical term,Substance used in products,20231215_15,,,,,,,,,,
polymer,NOUN,technical term,Type of material,20231215_15,,,,,,,,,,
puzzle,NOUN,technical term,Toy/Game,20231215_15,,,,,,,,,,
retailer,NOUN,organization name,Company that sells products,20231215_15,,,,,,,,,,
safety,NOUN,technical term,Protection from harm,20231215_15,,,,,,,,,,
long,ADV,,,20231215_15,,,,,,,,,,
make,VERB,,,20231215_15,,,,,,,,,,
no,ADV,,,20231215_15,,,,,,,,,,
voluntarily,ADV,,With free will.,20231215_15,,,,,,,,,,
water,NOUN,technical term,A water-based substance utilized for hydration and various purposes.,20231215_15,,,,,,,,,,
say,VERB,,,20231215_15,,,,,,,,,,
sell,VERB,,,20231215_15,,,,,,,,,,
size,NOUN,,,20231215_15,,,,,,,,,,
stop,VERB,,,20231215_15,,,,,,,,,,
time,NOUN,,,20231215_15,,,,,,,,,,
tiny,ADJ,,,20231215_15,,,,,,,,,,
toy,NOUN,,,20231215_15,,,,,,,,,,
up to 100,ADP,CARDINAL,,20231215_15,,,,,,,,,,
Gaza,,GPE,Location,20231222_5,,,,,,,,,,
Hamas,,ORG,Political Organization,20231222_5,,,,,,,,,,
Israel-Hamas,,NORP,Armed Conflict,20231222_5,,,,,,,,,,
Kuwait,,GPE,Country,20231222_5,,,,,,,,,,
Persian Gulf,,LOC,Sea,20231222_5,,,,,,,,,,
Qatar,,GPE,Country,20231222_5,,,,,,,,,,
Saudi Arabia,,GPE,Country,20231222_5,,,,,,,,,,
act,VERB,,Take action,20231222_5,,,,,,,,,,
as,ADV,,In the role of,20231222_5,,,,,,,,,,
begin,VERB,,Commence,20231222_5,,,,,,,,,,
conflict,NOUN,technical term,"Dispute, War",20231222_5,,,,,,,,,,
country,NOUN,organization name,Nation State,20231222_5,,,,,,,,,,
deal,NOUN,technical term,"Agreement, Treaty",20231222_5,,,,,,,,,,
effort,NOUN,technical term,"Attempt, Action",20231222_5,,,,,,,,,,
evacuate,VERB,technical term,"Removal , Relocate, Depart",20231222_5,,,,,,,,,,
foreign,ADJ,technical term,"Not domestic, International",20231222_5,,,,,,,,,,
free,ADJ,technical term,"Unrestricted, Liberated",20231222_5,,,,,,,,,,
hostage,NOUN,technical term,"Captive, Detainee",20231222_5,,,,,,,,,,
key,ADJ,technical term,"Crucial, Important",20231222_5,,,,,,,,,,
mediate,VERB,technical term,"Negotiate, Settle",20231222_5,,,,,,,,,,
mediator,NOUN,organization name,Negotiations,20231222_5,,,,,,,,,,
national,NOUN,individual name,Citizenship,20231222_5,,,,,,,,,,
oman,NOUN,GPE,Country,20231222_5,,,,,,,,,,
play,VERB,technical term,Perform,20231222_5,,,,,,,,,,
role,NOUN,organization name,Function,20231222_5,,,,,,,,,,
small,ADJ,None,Size,20231222_5,,,,,,,,,,
state,NOUN,organization name,Government,20231222_5,,,,,,,,,,
take,VERB,technical term,Capture,20231222_5,,,,,,,,,,
this year,DET,DATE,Current Time Period,20231222_5,,,,,,,,,,
well,ADV,None,Good,20231222_5,,,,,,,,,,
President,PROPN,Individual Name,Leader of the Nation,20231103_11,,,,,,,,,,
Vice,PROPN,Position,Second in Command,20231103_11,,,,,,,,,,
campaign,NOUN,Activity,Process of Seeking Election,20231103_11,,,,,,,,,,
candidate,NOUN,Individual Name,Person Running for Office,20231103_11,,,,,,,,,,
challenge,NOUN,State,Difficulty Faced,20231103_11,,,,,,,,,,
2024,NUM,DATE,,20231103_11,,,,,,,,,,
Mike Pence,PROPN,PERSON,Politician,20231103_11,,,,,,,,,,
Ron DeSantis,PROPN,PERSON,Politician,20231103_11,,,,,,,,,,
Chris Christie,PROPN,PERSON,Politician,20231103_11,,,,,,,,,,
Tim Scott,PROPN,PERSON,Politician,20231103_11,,,,,,,,,,
drop,VERB,technical term,Withdraw from a competition or candidacy,20231103_11,,,,,,,,,,
financial,ADJ,technical term,Relating to money and finance,20231103_11,,,,,,,,,,
former,ADJ,individual name,Previous holder of a position,20231103_11,,,,,,,,,,
lag,VERB,technical term,Fall behind or trail behind,20231103_11,,,,,,,,,,
number,NOUN,technical term,Quantity or amount,20231103_11,,,,,,,,,,
poll,NOUN,technical term,Survey or gauge public opinion,20231103_11,,,,,,,,,,
president,NOUN,individual name,Head of state,20231103_11,,,,,,,,,,
presidential,ADJ,technical term,Relating to the president or presidency,20231103_11,,,,,,,,,,
race,NOUN,organization name,Political election,20231103_11,,,,,,,,,,
recently,ADV,technical term,In a recent past time period,20231103_11,,,,,,,,,,
republican,ADJ,NORP,Political Affiliation,20231103_11,,,,,,,,,,
suspend,VERB,,To pause or stop temporarily,20231103_11,,,,,,,,,,
Antarctica,PROPN,LOC,Continent,20240112_7,,,,,,,,,,
Arctic,PROPN,LOC,Region,20240112_7,,,,,,,,,,
Canadian,ADJ,NORP,Nationality,20240112_7,,,,,,,,,,
Greenland,PROPN,LOC,Island,20240112_7,,,,,,,,,,
Iceland,PROPN,LOC,Island,20240112_7,,,,,,,,,,
attempt,NOUN,,Action,20240112_7,,,,,,,,,,
british,ADJ,NORP,Nationality,20240112_7,,,,,,,,,,
find,VERB,,Discover,20240112_7,,,,,,,,,,
high,ADJ,,Altitude,20240112_7,,,,,,,,,,
ice,NOUN,,Frozen Water,20240112_7,,,,,,,,,,
international,ADJ,organization name,International Cooperation,20240112_7,,,,,,,,,,
join,VERB,Technical Term,Collaboration,20240112_7,,,,,,,,,,
launch,VERB,Technical Term,Scientific Experiment,20240112_7,,,,,,,,,,
longer-lasting,ADV,organization name,Sustainable Initiative,20240112_7,,,,,,,,,,
make,VERB,Technical Term,Modification of Arctic Region,20240112_7,,,,,,,,,,
more,ADJ,organization name,Expansion or Intensification,20240112_7,,,,,,,,,,
podcast,NOUN,Technical Term,Communication Platform,20240112_7,,,,,,,,,,
pump,VERB,Technical Term,Mechanical Intervention,20240112_7,,,,,,,,,,
refreeze,VERB,Technical Term,Phase Transformation,20240112_7,,,,,,,,,,
region,NOUN,organization name,Geographical Area,20240112_7,,,,,,,,,,
scientist,NOUN,Individual Name,Expert in scientific fields,20240112_7,,,,,,,,,,
sea,NOUN,Technical Term,Large body of saltwater covering a significant portion of Earth's surface,20240112_7,,,,,,,,,,
seawater,NOUN,Technical Term,Salt-water from the ocean,20240112_7,,,,,,,,,,
team,NOUN,Organization Name,Group of people collaborating on a task,20240112_7,,,,,,,,,,
test,VERB,Technical Term,Procedure to evaluate or examine something,20240112_7,,,,,,,,,,
The University of Cambridge,DET,Organization Name,Prestigious academic institution,20240112_7,,,,,,,,,,
the week unwrapped,DET,EVENT,Podcast discussing current events,20240112_7,,,,,,,,,,
thick,ADJ,Technical Term,Having a large thickness or density,20240112_7,,,,,,,,,,
this week,DET,DATE,Current week in time,20240112_7,,,,,,,,,,
top,NOUN,Technical Term,Highest point or layer,20240112_7,,,,,,,,,,
$1.9 billion,SYM,MONEY,Financial transaction,20231208_13,,,,,,,,,,
Alaska Airlines,PROPN,ORG,Airline Company,20231208_13,,,,,,,,,,
Atlantic,PROPN,ORG,Airline Company (implied),20231208_13,,,,,,,,,,
Frontier Airlines,PROPN,ORG,Airline Company,20231208_13,,,,,,,,,,
Hawaiian Airlines,PROPN,ORG,Airline Company,20231208_13,,,,,,,,,,
Southwest Airlines,PROPN,ORG,Airline Company,20231208_13,,,,,,,,,,
Virgin,PROPN,ORG,Airline Company (implied),20231208_13,,,,,,,,,,
announce,VERB,,Communication Action,20231208_13,,,,,,,,,,
brand,NOUN,,Product/Service Identifier,20231208_13,,,,,,,,,,
buy,VERB,,Acquisition Action,20231208_13,,,,,,,,,,
carrier,NOUN,Technical Term,Means of transportation,20231208_13,,,,,,,,,,
company,NOUN,Organization Name,Business entity,20231208_13,,,,,,,,,,
deal,NOUN,Technical Term,Agreement,20231208_13,,,,,,,,,,
exist,VERB,,To be present,20231208_13,,,,,,,,,,
keep,VERB,,Maintain possession,20231208_13,,,,,,,,,,
merge,VERB,,Combine,20231208_13,,,,,,,,,,
rival,ADJ,,Competitor,20231208_13,,,,,,,,,,
see,VERB,,Perceive with the eyes,20231208_13,,,,,,,,,,
unique,ADJ,,One of a kind,20231208_13,,,,,,,,,,
2,CARDINAL,NUMBER,Quantity,20231124_2,,,,,,,,,,
Apple,PROPN,ORG,Technology Company,20231124_2,,,,,,,,,,
Disney,PROPN,ORG,Entertainment Company,20231124_2,,,,,,,,,,
Elon Musk's,PROPN,PERSON,Business Magnate,20231124_2,,,,,,,,,,
Fox News,PROPN,ORG,News Network,20231124_2,,,,,,,,,,
IBM,PROPN,ORG,Technology Corporation,20231124_2,,,,,,,,,,
Media Matters,PROPN,ORG,Media Watchdog Organization,20231124_2,,,,,,,,,,
Media matter,PROPN,ORG,This appears to be a misspelling of 'Media Matters' and should be treated as such,20231124_2,,,,,,,,,,
Monday,PROPN,DATE,Day of the Week,20231124_2,,,,,,,,,,
Musk,PROPN,PERSON,Business Magnate,20231124_2,,,,,,,,,,
accuse,VERB,,"Make a claim, typically a forceful one that someone has done something wrong",20231124_2,,,,,,,,,,
ad,NOUN,,A form of paid advertisement,20231124_2,,,,,,,,,,
adjacent,ADJ,,Next to or close together in position or time.,20231124_2,,,,,,,,,,
advert,NOUN,,Advertisement,20231124_2,,,,,,,,,,
advertiser,NOUN,,Someone who places advertisements.,20231124_2,,,,,,,,,,
algorithm,NOUN,TECHNICAL TERM,A set of rules or instructions for a computer to follow in order to solve a problem or complete a task,20231124_2,,,,,,,,,,
antisemitic,ADJ,,Showing prejudice against Jews,20231124_2,,,,,,,,,,
appear,VERB,,To come into sight; to become visible.,20231124_2,,,,,,,,,,
Twitter,PROPN,PRODUCT,,20231124_2,,,,,,,,,,
X,PROPN,ORG,,20231124_2,,,,,,,,,,
bypass,VERB,,Avoid or circumvent restrictions or regulations,20231124_2,,,,,,,,,,
company,NOUN,Organization Name,A business entity operating for profit,20231124_2,,,,,,,,,,
